CBSA,MDIV,STCOU,NAME,LSAD,CENSUS2010POP,ESTIMATESBASE2010,POPESTIMATE2010,POPESTIMATE2011,POPESTIMATE2012,POPESTIMATE2013,POPESTIMATE2014,NPOPCHG2010,NPOPCHG2011,NPOPCHG2012,NPOPCHG2013,NPOPCHG2014,BIRTHS2010,BIRTHS2011,BIRTHS2012,BIRTHS2013,BIRTHS2014,DEATHS2010,DEATHS2011,DEATHS2012,DEATHS2013,DEATHS2014,NATURALINC2010,NATURALINC2011,NATURALINC2012,NATURALINC2013,NATURALINC2014,INTERNATIONALMIG2010,INTERNATIONALMIG2011,INTERNATIONALMIG2012,INTERNATIONALMIG2013,INTERNATIONALMIG2014,DOMESTICMIG2010,DOMESTICMIG2011,DOMESTICMIG2012,DOMESTICMIG2013,DOMESTICMIG2014,NETMIG2010,NETMIG2011,NETMIG2012,NETMIG2013,NETMIG2014,RESIDUAL2010,RESIDUAL2011,RESIDUAL2012,RESIDUAL2013,RESIDUAL2014
21540,,26041,"Delta County, MI",County or equivalent,37069,37069,37061,36934,36831,36819,36559,-8,-127,-103,-12,-260,74,372,359,378,354,109,444,425,440,429,-35,-72,-66,-62,-75,1,1,3,4,4,31,-30,-41,26,-157,32,-29,-38,30,-153,-5,-26,1,20,-32
21580,,,"Española, NM",Micropolitan Statistical Area,40246,40247,40318,40333,40260,40088,39777,71,15,-73,-172,-311,166,594,579,617,591,74,357,409,389,411,92,237,170,228,180,8,15,13,18,18,-25,-225,-260,-323,-495,-17,-210,-247,-305,-477,-4,-12,4,-95,-14
21580,,35039,"Rio Arriba County, NM",County or equivalent,40246,40247,40318,40333,40260,40088,39777,71,15,-73,-172,-311,166,594,579,617,591,74,357,409,389,411,92,237,170,228,180,8,15,13,18,18,-25,-225,-260,-323,-495,-17,-210,-247,-305,-477,-4,-12,4,-95,-14
21700,,,"Eureka-Arcata-Fortuna, CA",Micropolitan Statistical Area,134623,134623,135022,135250,134680,134620,134809,399,228,-570,-60,189,381,1547,1435,1489,1476,285,1189,1279,1289,1292,96,358,156,200,184,27,84,100,102,97,258,-138,-823,-328,-15,285,-54,-723,-226,82,18,-76,-3,-34,-77
21700,,6023,"Humboldt County, CA",County or equivalent,134623,134623,135022,135250,134680,134620,134809,399,228,-570,-60,189,381,1547,1435,1489,1476,285,1189,1279,1289,1292,96,358,156,200,184,27,84,100,102,97,258,-138,-823,-328,-15,285,-54,-723,-226,82,18,-76,-3,-34,-77
21740,,,"Evanston, WY",Micropolitan Statistical Area,21118,21118,21103,20917,20989,21031,20904,-15,-186,72,42,-127,74,325,311,314,319,49,139,115,125,137,25,186,196,189,182,2,-9,-9,-8,-8,-46,-369,-112,-150,-307,-44,-378,-121,-158,-315,4,6,-3,11,6
21740,,56041,"Uinta County, WY",County or equivalent,21118,21118,21103,20917,20989,21031,20904,-15,-186,72,42,-127,74,325,311,314,319,49,139,115,125,137,25,186,196,189,182,2,-9,-9,-8,-8,-46,-369,-112,-150,-307,-44,-378,-121,-158,-315,4,6,-3,11,6
21840,,,"Fairfield, IA",Micropolitan Statistical Area,16843,16843,16816,17011,17084,17276,17325,-27,195,73,192,49,26,129,146,151,147,48,163,142,157,159,-22,-34,4,-6,-12,30,154,159,174,174,-36,70,-89,24,-105,-6,224,70,198,69,1,5,-1,0,-8
21840,,19101,"Jefferson County, IA",County or equivalent,16843,16843,16816,17011,17084,17276,17325,-27,195,73,192,49,26,129,146,151,147,48,163,142,157,159,-22,-34,4,-6,-12,30,154,159,174,174,-36,70,-89,24,-105,-6,224,70,198,69,1,5,-1,0,-8
21900,,,"Fairmont, WV",Micropolitan Statistical Area,56418,56418,56518,56624,56787,56758,56803,100,106,163,-29,45,177,685,644,630,625,116,658,633,677,682,61,27,11,-47,-57,9,32,34,37,37,35,88,120,-48,105,44,120,154,-11,142,-5,-41,-2,29,-40
21900,,54049,"Marion County, WV",County or equivalent,56418,56418,56518,56624,56787,56758,56803,100,106,163,-29,45,177,685,644,630,625,116,658,633,677,682,61,27,11,-47,-57,9,32,34,37,37,35,88,120,-48,105,44,120,154,-11,142,-5,-41,-2,29,-40
21980,,,"Fallon, NV",Micropolitan Statistical Area,24877,24877,24798,24587,24317,24045,23989,-79,-211,-270,-272,-56,64,307,323,321,320,37,278,264,251,243,27,29,59,70,77,31,30,118,75,65,-137,-259,-458,-424,-206,-106,-229,-340,-349,-141,0,-11,11,7,8
21980,,32001,"Churchill County, NV",County or equivalent,24877,24877,24798,24587,24317,24045,23989,-79,-211,-270,-272,-56,64,307,323,321,320,37,278,264,251,243,27,29,59,70,77,31,30,118,75,65,-137,-259,-458,-424,-206,-106,-229,-340,-349,-141,0,-11,11,7,8
22060,,,"Faribault-Northfield, MN",Micropolitan Statistical Area,64142,64144,64297,64937,64904,64854,65151,153,640,-33,-50,297,206,762,698,755,732,79,441,454,473,452,127,321,244,282,280,28,98,100,115,116,-1,188,-384,-458,-126,27,286,-284,-343,-10,-1,33,7,11,27
22060,,27131,"Rice County, MN",County or equivalent,64142,64144,64297,64937,64904,64854,65151,153,640,-33,-50,297,206,762,698,755,732,79,441,454,473,452,127,321,244,282,280,28,98,100,115,116,-1,188,-384,-458,-126,27,286,-284,-343,-10,-1,33,7,11,27
22100,,,"Farmington, MO",Micropolitan Statistical Area,65359,65364,65521,65552,65835,66199,65960,157,31,283,364,-239,181,735,755,756,740,187,743,732,750,735,-6,-8,23,6,5,2,15,16,15,15,153,60,244,292,-267,155,75,260,307,-252,8,-36,0,51,8
22100,,29187,"St. Francois County, MO",County or equivalent,65359,65364,65521,65552,65835,66199,65960,157,31,283,364,-239,181,735,755,756,740,187,743,732,750,735,-6,-8,23,6,5,2,15,16,15,15,153,60,244,292,-267,155,75,260,307,-252,8,-36,0,51,8
22260,,,"Fergus Falls, MN",Micropolitan Statistical Area,57303,57303,57260,57307,57292,57591,57635,-43,47,-15,299,44,143,561,624,648,648,162,679,692,665,681,-19,-118,-68,-17,-33,9,57,56,58,60,-26,113,-3,287,55,-17,170,53,345,115,-7,-5,0,-29,-38
22260,,27111,"Otter Tail County, MN",County or equivalent,57303,57303,57260,57307,57292,57591,57635,-43,47,-15,299,44,143,561,624,648,648,162,679,692,665,681,-19,-118,-68,-17,-33,9,57,56,58,60,-26,113,-3,287,55,-17,170,53,345,115,-7,-5,0,-29,-38
22280,,,"Fernley, NV",Micropolitan Statistical Area,51980,51980,52065,51484,51158,51400,51789,85,-581,-326,242,389,154,575,537,533,517,150,498,497,513,529,4,77,40,20,-12,22,49,48,60,60,67,-720,-411,160,308,89,-671,-363,220,368,-8,13,-3,2,33
22280,,32019,"Lyon County, NV",County or equivalent,51980,51980,52065,51484,51158,51400,51789,85,-581,-326,242,389,154,575,537,533,517,150,498,497,513,529,4,77,40,20,-12,22,49,48,60,60,67,-720,-411,160,308,89,-671,-363,220,368,-8,13,-3,2,33
22300,,,"Findlay, OH",Micropolitan Statistical Area,74782,74782,74674,75080,75647,75712,75337,-108,406,567,65,-375,215,879,886,901,903,167,713,658,695,654,48,166,228,206,249,21,73,77,86,87,-178,119,270,-223,-673,-157,192,347,-137,-586,1,48,-8,-4,-38
22300,,39063,"Hancock County, OH",County or equivalent,74782,74782,74674,75080,75647,75712,75337,-108,406,567,65,-375,215,879,886,901,903,167,713,658,695,654,48,166,228,206,249,21,73,77,86,87,-178,119,270,-223,-673,-157,192,347,-137,-586,1,48,-8,-4,-38
22340,,,"Fitzgerald, GA",Micropolitan Statistical Area,17634,17634,17639,17599,17545,17490,17464,5,-40,-54,-55,-26,66,261,264,201,222,62,207,205,195,200,4,54,59,6,22,1,4,6,7,7,5,-90,-119,-72,-58,6,-86,-113,-65,-51,-5,-8,0,4,3
22340,,13017,"Ben Hill County, GA",County or equivalent,17634,17634,17639,17599,17545,17490,17464,5,-40,-54,-55,-26,66,261,264,201,222,62,207,205,195,200,4,54,59,6,22,1,4,6,7,7,5,-90,-119,-72,-58,6,-86,-113,-65,-51,-5,-8,0,4,3
22580,,,"Forest City, NC",Micropolitan Statistical Area,67810,67809,67781,67403,67243,66879,66600,-28,-378,-160,-364,-279,193,717,682,671,667,203,824,789,832,845,-10,-107,-107,-161,-178,8,26,26,30,30,-22,-283,-75,-216,-76,-14,-257,-49,-186,-46,-4,-14,-4,-17,-55
22580,,37161,"Rutherford County, NC",County or equivalent,67810,67809,67781,67403,67243,66879,66600,-28,-378,-160,-364,-279,193,717,682,671,667,203,824,789,832,845,-10,-107,-107,-161,-178,8,26,26,30,30,-22,-283,-75,-216,-76,-14,-257,-49,-186,-46,-4,-14,-4,-17,-55
22620,,,"Forrest City, AR",Micropolitan Statistical Area,28258,28258,28172,27952,27883,27302,26899,-86,-220,-69,-581,-403,85,356,367,349,330,36,274,257,301,304,49,82,110,48,26,3,18,18,21,22,-139,-336,-191,-624,-450,-136,-318,-173,-603,-428,1,16,-6,-26,-1
22620,,5123,"St. Francis County, AR",County or equivalent,28258,28258,28172,27952,27883,27302,26899,-86,-220,-69,-581,-403,85,356,367,349,330,36,274,257,301,304,49,82,110,48,26,3,18,18,21,22,-139,-336,-191,-624,-450,-136,-318,-173,-603,-428,1,16,-6,-26,-1
22700,,,"Fort Dodge, IA",Micropolitan Statistical Area,38013,38013,37865,37704,37253,37216,36955,-148,-161,-451,-37,-261,99,442,457,420,440,115,445,492,452,423,-16,-3,-35,-32,17,2,15,15,19,19,-137,-152,-433,9,-279,-135,-137,-418,28,-260,3,-21,2,-33,-18
22700,,19187,"Webster County, IA",County or equivalent,38013,38013,37865,37704,37253,37216,36955,-148,-161,-451,-37,-261,99,442,457,420,440,115,445,492,452,423,-16,-3,-35,-32,17,2,15,15,19,19,-137,-152,-433,9,-279,-135,-137,-418,28,-260,3,-21,2,-33,-18
22780,,,"Fort Leonard Wood, MO",Micropolitan Statistical Area,52274,52274,52869,53277,53389,53743,53436,595,408,112,354,-307,240,903,791,855,834,41,267,323,271,264,199,636,468,584,570,152,189,815,400,276,231,-439,-1197,-555,-1158,383,-250,-382,-155,-882,13,22,26,-75,5
22780,,29169,"Pulaski County, MO",County or equivalent,52274,52274,52869,53277,53389,53743,53436,595,408,112,354,-307,240,903,791,855,834,41,267,323,271,264,199,636,468,584,570,152,189,815,400,276,231,-439,-1197,-555,-1158,383,-250,-382,-155,-882,13,22,26,-75,5
22800,,,"Fort Madison-Keokuk, IA-IL-MO",Micropolitan Statistical Area,62105,62105,62090,61665,61444,60840,60767,-15,-425,-221,-604,-73,181,631,645,686,705,150,682,734,710,679,31,-51,-89,-24,26,4,11,12,13,13,-38,-375,-144,-559,-183,-34,-364,-132,-546,-170,-12,-10,0,-34,71
22800,,17067,"Hancock County, IL",County or equivalent,19104,19104,19093,19019,18835,18531,18564,-11,-74,-184,-304,33,52,167,146,167,186,60,171,212,194,195,-8,-4,-66,-27,-9,0,2,3,4,4,0,-70,-122,-249,-56,0,-68,-119,-245,-52,-3,-2,1,-32,94
22800,,19111,"Lee County, IA",County or equivalent,35862,35862,35860,35605,35622,35386,35286,-2,-255,17,-236,-100,111,390,414,435,431,77,430,436,430,415,34,-40,-22,5,16,4,8,9,9,9,-34,-215,32,-257,-99,-30,-207,41,-248,-90,-6,-8,-2,7,-26
22800,,29045,"Clark County, MO",County or equivalent,7139,7139,7137,7041,6987,6923,6917,-2,-96,-54,-64,-6,18,74,85,84,88,13,81,86,86,69,5,-7,-1,-2,19,0,1,0,0,0,-4,-90,-54,-53,-28,-4,-89,-54,-53,-28,-3,0,1,-9,3
22820,,,"Fort Morgan, CO",Micropolitan Statistical Area,28159,28159,28141,28498,28355,28389,28328,-18,357,-143,34,-61,97,461,427,430,429,39,279,271,222,220,58,182,156,208,209,19,105,99,115,115,-81,-35,-405,-276,-373,-62,70,-306,-161,-258,-14,105,7,-13,-12
22820,,8087,"Morgan County, CO",County or equivalent,28159,28159,28141,28498,28355,28389,28328,-18,357,-143,34,-61,97,461,427,430,429,39,279,271,222,220,58,182,156,208,209,19,105,99,115,115,-81,-35,-405,-276,-373,-62,70,-306,-161,-258,-14,105,7,-13,-12
22860,,,"Fort Polk South, LA",Micropolitan Statistical Area,52334,52334,52752,52334,54176,52828,52132,418,-418,1842,-1348,-696,276,1121,1014,1099,1004,100,354,355,340,363,176,767,659,759,641,109,91,554,307,221,122,-1302,612,-2434,-1576,231,-1211,1166,-2127,-1355,11,26,17,20,18
22860,,22115,"Vernon Parish, LA",County or equivalent,52334,52334,52752,52334,54176,52828,52132,418,-418,1842,-1348,-696,276,1121,1014,1099,1004,100,354,355,340,363,176,767,659,759,641,109,91,554,307,221,122,-1302,612,-2434,-1576,231,-1211,1166,-2127,-1355,11,26,17,20,18
23140,,,"Frankfort, IN",Micropolitan Statistical Area,33224,33224,33203,33043,32957,32958,32776,-21,-160,-86,1,-182,107,429,418,486,481,64,340,369,353,313,43,89,49,133,168,10,41,31,33,34,-73,-302,-169,-175,-382,-63,-261,-138,-142,-348,-1,12,3,10,-2
23140,,18023,"Clinton County, IN",County or equivalent,33224,33224,33203,33043,32957,32958,32776,-21,-160,-86,1,-182,107,429,418,486,481,64,340,369,353,313,43,89,49,133,168,10,41,31,33,34,-73,-302,-169,-175,-382,-63,-261,-138,-142,-348,-1,12,3,10,-2
23180,,,"Frankfort, KY",Micropolitan Statistical Area,70706,70706,70777,70867,71042,71413,71768,71,90,175,371,355,176,798,790,793,786,221,686,643,656,653,-45,112,147,137,133,16,59,62,64,65,111,-84,-30,152,133,127,-25,32,216,198,-11,3,-4,18,24
23180,,21005,"Anderson County, KY",County or equivalent,21421,21421,21458,21560,21663,21752,21888,37,102,103,89,136,51,243,258,230,233,68,196,173,173,177,-17,47,85,57,56,1,1,1,1,2,58,54,19,38,79,59,55,20,39,81,-5,0,-2,-7,-1
23180,,21073,"Franklin County, KY",County or equivalent,49285,49285,49319,49307,49379,49661,49880,34,-12,72,282,219,125,555,532,563,553,153,490,470,483,476,-28,65,62,80,77,15,58,61,63,63,53,-138,-49,114,54,68,-80,12,177,117,-6,3,-2,25,25
23240,,,"Fredericksburg, TX",Micropolitan Statistical Area,24837,24837,24870,25022,25150,25334,25520,33,152,128,184,186,59,251,235,241,251,82,353,338,335,350,-23,-102,-103,-94,-99,2,25,20,21,23,52,223,214,226,228,54,248,234,247,251,2,6,-3,31,34
23240,,48171,"Gillespie County, TX",County or equivalent,24837,24837,24870,25022,25150,25334,25520,33,152,128,184,186,59,251,235,241,251,82,353,338,335,350,-23,-102,-103,-94,-99,2,25,20,21,23,52,223,214,226,228,54,248,234,247,251,2,6,-3,31,34
23300,,,"Freeport, IL",Micropolitan Statistical Area,47711,47711,47680,47396,46973,46782,46435,-31,-284,-423,-191,-347,139,489,517,489,503,165,522,519,517,537,-26,-33,-2,-28,-34,3,12,11,14,15,-2,-262,-438,-179,-310,1,-250,-427,-165,-295,-6,-1,6,2,-18
23300,,17177,"Stephenson County, IL",County or equivalent,47711,47711,47680,47396,46973,46782,46435,-31,-284,-423,-191,-347,139,489,517,489,503,165,522,519,517,537,-26,-33,-2,-28,-34,3,12,11,14,15,-2,-262,-438,-179,-310,1,-250,-427,-165,-295,-6,-1,6,2,-18
23340,,,"Fremont, NE",Micropolitan Statistical Area,36691,36691,36701,36979,36670,36617,36744,10,278,-309,-53,127,131,480,455,478,485,76,422,474,411,403,55,58,-19,67,82,3,19,18,20,21,-45,215,-316,-152,21,-42,234,-298,-132,42,-3,-14,8,12,3
23340,,31053,"Dodge County, NE",County or equivalent,36691,36691,36701,36979,36670,36617,36744,10,278,-309,-53,127,131,480,455,478,485,76,422,474,411,403,55,58,-19,67,82,3,19,18,20,21,-45,215,-316,-152,21,-42,234,-298,-132,42,-3,-14,8,12,3
23380,,,"Fremont, OH",Micropolitan Statistical Area,60944,60944,60907,60644,60560,60200,60179,-37,-263,-84,-360,-21,191,702,713,680,687,133,626,608,585,589,58,76,105,95,98,3,25,20,23,23,-99,-337,-216,-463,-136,-96,-312,-196,-440,-113,1,-27,7,-15,-6
23380,,39143,"Sandusky County, OH",County or equivalent,60944,60944,60907,60644,60560,60200,60179,-37,-263,-84,-360,-21,191,702,713,680,687,133,626,608,585,589,58,76,105,95,98,3,25,20,23,23,-99,-337,-216,-463,-136,-96,-312,-196,-440,-113,1,-27,7,-15,-6
23500,,,"Gaffney, SC",Micropolitan Statistical Area,55342,55467,55511,55588,55671,55743,56024,44,77,83,72,281,171,691,697,655,659,167,579,553,622,559,4,112,144,33,100,-1,4,4,6,6,45,-7,-61,59,211,44,-3,-57,65,217,-4,-32,-4,-26,-36
23500,,45021,"Cherokee County, SC",County or equivalent,55342,55467,55511,55588,55671,55743,56024,44,77,83,72,281,171,691,697,655,659,167,579,553,622,559,4,112,144,33,100,-1,4,4,6,6,45,-7,-61,59,211,44,-3,-57,65,217,-4,-32,-4,-26,-36
23620,,,"Gainesville, TX",Micropolitan Statistical Area,38437,38437,38445,38375,38733,38475,38761,8,-70,358,-258,286,128,477,521,554,539,71,380,413,403,411,57,97,108,151,128,6,37,24,28,30,-50,-217,225,-411,140,-44,-180,249,-383,170,-5,13,1,-26,-12
23620,,48097,"Cooke County, TX",County or equivalent,38437,38437,38445,38375,38733,38475,38761,8,-70,358,-258,286,128,477,521,554,539,71,380,413,403,411,57,97,108,151,128,6,37,24,28,30,-50,-217,225,-411,140,-44,-180,249,-383,170,-5,13,1,-26,-12
23660,,,"Galesburg, IL",Micropolitan Statistical Area,52919,52919,52919,52700,52314,52235,52069,0,-219,-386,-79,-166,115,521,542,557,545,180,695,691,603,583,-65,-174,-149,-46,-38,17,63,66,72,72,55,-71,-303,-80,-162,72,-8,-237,-8,-90,-7,-37,0,-25,-38
23660,,17095,"Knox County, IL",County or equivalent,52919,52919,52919,52700,52314,52235,52069,0,-219,-386,-79,-166,115,521,542,557,545,180,695,691,603,583,-65,-174,-149,-46,-38,17,63,66,72,72,55,-71,-303,-80,-162,72,-8,-237,-8,-90,-7,-37,0,-25,-38
23700,,,"Gallup, NM",Micropolitan Statistical Area,71492,71491,71766,73497,72716,73332,74098,275,1731,-781,616,766,310,1300,1266,1307,1302,145,508,563,515,515,165,792,703,792,787,3,31,26,30,31,104,927,-1536,-162,-28,107,958,-1510,-132,3,3,-19,26,-44,-24
23700,,35031,"McKinley County, NM",County or equivalent,71492,71491,71766,73497,72716,73332,74098,275,1731,-781,616,766,310,1300,1266,1307,1302,145,508,563,515,515,165,792,703,792,787,3,31,26,30,31,104,927,-1536,-162,-28,107,958,-1510,-132,3,3,-19,26,-44,-24
23780,,,"Garden City, KS",Micropolitan Statistical Area,40753,40753,40931,41075,41106,41035,41099,178,144,31,-71,64,195,808,745,773,753,74,228,245,224,220,121,580,500,549,533,37,162,156,166,172,21,-600,-625,-758,-651,58,-438,-469,-592,-479,-1,2,0,-28,10
23780,,20055,"Finney County, KS",County or equivalent,36776,36776,36939,37112,37130,37131,37184,163,173,18,1,53,179,751,671,730,700,70,181,210,187,194,109,570,461,543,506,34,154,151,161,167,21,-552,-595,-679,-625,55,-398,-444,-518,-458,-1,1,1,-24,5
23780,,20093,"Kearny County, KS",County or equivalent,3977,3977,3992,3963,3976,3904,3915,15,-29,13,-72,11,16,57,74,43,53,4,47,35,37,26,12,10,39,6,27,3,8,5,5,5,0,-48,-30,-79,-26,3,-40,-25,-74,-21,0,1,-1,-4,5
23820,,,"Gardnerville Ranchos, NV",Micropolitan Statistical Area,46997,46997,47038,47028,46991,47081,47536,41,-10,-37,90,455,110,392,326,344,365,82,419,418,442,469,28,-27,-92,-98,-104,9,13,14,16,16,11,14,45,160,519,20,27,59,176,535,-7,-10,-4,12,24
23820,,32005,"Douglas County, NV",County or equivalent,46997,46997,47038,47028,46991,47081,47536,41,-10,-37,90,455,110,392,326,344,365,82,419,418,442,469,28,-27,-92,-98,-104,9,13,14,16,16,11,14,45,160,519,20,27,59,176,535,-7,-10,-4,12,24
23860,,,"Georgetown, SC",Micropolitan Statistical Area,60158,60158,60173,60196,60284,60520,60773,15,23,88,236,253,173,588,591,618,600,118,669,705,717,741,55,-81,-114,-99,-141,5,28,31,27,27,-36,-28,176,251,383,-31,0,207,278,410,-9,104,-5,57,-16
23860,,45043,"Georgetown County, SC",County or equivalent,60158,60158,60173,60196,60284,60520,60773,15,23,88,236,253,173,588,591,618,600,118,669,705,717,741,55,-81,-114,-99,-141,5,28,31,27,27,-36,-28,176,251,383,-31,0,207,278,410,-9,104,-5,57,-16
23940,,,"Gillette, WY",Micropolitan Statistical Area,46133,46133,46223,46590,47897,48210,48320,90,367,1307,313,110,189,722,767,760,754,83,240,239,219,288,106,482,528,541,466,6,20,22,28,28,-23,-132,738,-274,-377,-17,-112,760,-246,-349,1,-3,19,18,-7
23940,,56005,"Campbell County, WY",County or equivalent,46133,46133,46223,46590,47897,48210,48320,90,367,1307,313,110,189,722,767,760,754,83,240,239,219,288,106,482,528,541,466,6,20,22,28,28,-23,-132,738,-274,-377,-17,-112,760,-246,-349,1,-3,19,18,-7
23980,,,"Glasgow, KY",Micropolitan Statistical Area,52272,52272,52297,52486,52652,53009,53138,25,189,166,357,129,198,643,658,691,689,135,574,580,589,625,63,69,78,102,64,7,20,20,23,23,-42,62,67,200,63,-35,82,87,223,86,-3,38,1,32,-21
23980,,21009,"Barren County, KY",County or equivalent,42173,42173,42178,42415,42669,43046,43148,5,237,254,377,102,167,508,524,563,564,117,438,466,460,492,50,70,58,103,72,7,21,21,23,23,-52,123,175,218,26,-45,144,196,241,49,0,23,0,33,-19
23980,,21169,"Metcalfe County, KY",County or equivalent,10099,10099,10119,10071,9983,9963,9990,20,-48,-88,-20,27,31,135,134,128,125,18,136,114,129,133,13,-1,20,-1,-8,0,-1,-1,0,0,10,-61,-108,-18,37,10,-62,-109,-18,37,-3,15,1,-1,-2
24060,,,"Glenwood Springs, CO",Micropolitan Statistical Area,73537,73537,73226,73130,74009,74483,75087,-311,-96,879,474,604,245,1034,914,940,925,99,351,304,309,343,146,683,610,631,582,35,141,133,155,169,-523,-924,141,-302,-140,-488,-783,274,-147,29,31,4,-5,-10,-7
24060,,8045,"Garfield County, CO",County or equivalent,56389,56389,56077,56003,56777,57102,57461,-312,-74,774,325,359,215,861,789,817,806,82,295,256,277,310,133,566,533,540,496,21,81,74,90,102,-497,-717,169,-329,-231,-476,-636,243,-239,-129,31,-4,-2,24,-8
24060,,8097,"Pitkin County, CO",County or equivalent,17148,17148,17149,17127,17232,17381,17626,1,-22,105,149,245,30,173,125,123,119,17,56,48,32,33,13,117,77,91,86,14,60,59,65,67,-26,-207,-28,27,91,-12,-147,31,92,158,0,8,-3,-34,1
24100,,,"Gloversville, NY",Micropolitan Statistical Area,55531,55531,55451,55255,55013,54528,54105,-80,-196,-242,-485,-423,134,558,555,524,505,167,601,623,598,567,-33,-43,-68,-74,-62,3,24,25,30,30,-51,-220,-199,-415,-361,-48,-196,-174,-385,-331,1,43,0,-26,-30
24100,,36035,"Fulton County, NY",County or equivalent,55531,55531,55451,55255,55013,54528,54105,-80,-196,-242,-485,-423,134,558,555,524,505,167,601,623,598,567,-33,-43,-68,-74,-62,3,24,25,30,30,-51,-220,-199,-415,-361,-48,-196,-174,-385,-331,1,43,0,-26,-30
24380,,,"Grants, NM",Micropolitan Statistical Area,27213,27213,27303,27509,27318,27483,27349,90,206,-191,165,-134,93,427,375,453,429,29,259,224,273,271,64,168,151,180,158,5,13,9,12,12,22,12,-361,-44,-308,27,25,-352,-32,-296,-1,13,10,17,4
24380,,35006,"Cibola County, NM",County or equivalent,27213,27213,27303,27509,27318,27483,27349,90,206,-191,165,-134,93,427,375,453,429,29,259,224,273,271,64,168,151,180,158,5,13,9,12,12,22,12,-361,-44,-308,27,25,-352,-32,-296,-1,13,10,17,4
24460,,,"Great Bend, KS",Micropolitan Statistical Area,27674,27674,27684,27697,27553,27510,27385,10,13,-144,-43,-125,86,385,370,404,397,72,328,310,300,301,14,57,60,104,96,8,16,11,13,13,-11,-73,-214,-166,-225,-3,-57,-203,-153,-212,-1,13,-1,6,-9
24460,,20009,"Barton County, KS",County or equivalent,27674,27674,27684,27697,27553,27510,27385,10,13,-144,-43,-125,86,385,370,404,397,72,328,310,300,301,14,57,60,104,96,8,16,11,13,13,-11,-73,-214,-166,-225,-3,-57,-203,-153,-212,-1,13,-1,6,-9
24620,,,"Greeneville, TN",Micropolitan Statistical Area,68831,68831,68812,68962,68634,68235,68335,-19,150,-328,-399,100,148,567,634,593,583,171,854,841,845,825,-23,-287,-207,-252,-242,7,34,29,36,37,2,431,-147,-226,330,9,465,-118,-190,367,-5,-28,-3,43,-25
24620,,47059,"Greene County, TN",County or equivalent,68831,68831,68812,68962,68634,68235,68335,-19,150,-328,-399,100,148,567,634,593,583,171,854,841,845,825,-23,-287,-207,-252,-242,7,34,29,36,37,2,431,-147,-226,330,9,465,-118,-190,367,-5,-28,-3,43,-25
24640,,,"Greenfield Town, MA",Micropolitan Statistical Area,71372,71372,71317,71624,71544,71155,70862,-55,307,-80,-389,-293,159,635,673,609,619,141,670,644,660,657,18,-35,29,-51,-38,26,117,117,129,129,-89,267,-224,-446,-333,-63,384,-107,-317,-204,-10,-42,-2,-21,-51
24640,,25011,"Franklin County, MA",County or equivalent,71372,71372,71317,71624,71544,71155,70862,-55,307,-80,-389,-293,159,635,673,609,619,141,670,644,660,657,18,-35,29,-51,-38,26,117,117,129,129,-89,267,-224,-446,-333,-63,384,-107,-317,-204,-10,-42,-2,-21,-51
24700,,,"Greensburg, IN",Micropolitan Statistical Area,25740,25740,25795,25895,26083,26262,26524,55,100,188,179,262,79,317,291,341,327,29,257,246,262,254,50,60,45,79,73,8,42,41,45,45,1,10,105,71,131,9,52,146,116,176,-4,-12,-3,-16,13
24700,,18031,"Decatur County, IN",County or equivalent,25740,25740,25795,25895,26083,26262,26524,55,100,188,179,262,79,317,291,341,327,29,257,246,262,254,50,60,45,79,73,8,42,41,45,45,1,10,105,71,131,9,52,146,116,176,-4,-12,-3,-16,13
24740,,,"Greenville, MS",Micropolitan Statistical Area,51137,51135,51093,50450,50051,49638,48958,-42,-643,-399,-413,-680,207,819,838,757,756,95,583,603,603,655,112,236,235,154,101,1,-6,-8,-5,-6,-151,-878,-633,-544,-758,-150,-884,-641,-549,-764,-4,5,7,-18,-17
24740,,28151,"Washington County, MS",County or equivalent,51137,51135,51093,50450,50051,49638,48958,-42,-643,-399,-413,-680,207,819,838,757,756,95,583,603,603,655,112,236,235,154,101,1,-6,-8,-5,-6,-151,-878,-633,-544,-758,-150,-884,-641,-549,-764,-4,5,7,-18,-17
24820,,,"Greenville, OH",Micropolitan Statistical Area,52959,52959,52958,52672,52506,52351,52196,-1,-286,-166,-155,-155,151,590,616,599,594,149,553,518,573,579,2,37,98,26,15,2,11,11,10,10,-6,-335,-278,-218,-174,-4,-324,-267,-208,-164,1,1,3,27,-6
24820,,39037,"Darke County, OH",County or equivalent,52959,52959,52958,52672,52506,52351,52196,-1,-286,-166,-155,-155,151,590,616,599,594,149,553,518,573,579,2,37,98,26,15,2,11,11,10,10,-6,-335,-278,-218,-174,-4,-324,-267,-208,-164,1,1,3,27,-6
24900,,,"Greenwood, MS",Micropolitan Statistical Area,42914,42914,42928,42418,41979,41945,41676,14,-510,-439,-34,-269,169,648,549,555,530,54,444,499,484,459,115,204,50,71,71,10,41,40,45,45,-102,-789,-542,-166,-374,-92,-748,-502,-121,-329,-9,34,13,16,-11
24900,,28015,"Carroll County, MS",County or equivalent,10597,10597,10597,10471,10413,10353,10254,0,-126,-58,-60,-99,33,97,80,84,76,7,96,111,103,103,26,1,-31,-19,-27,0,-1,-1,-1,-1,-21,-154,-25,-46,-70,-21,-155,-26,-47,-71,-5,28,-1,6,-1
